Elapsed Time (ms);ECEF X (m);ECEF Y (m);ECEF Z (m);ECEF Error X (m);ECEF Error Y (m);ECEF Error Z (m);Body Azimuth (rad);Body Elevation (rad);Range (m);PSR (m);ADR;Clock Correction (s);Clock Noise (m);Delta Af0 (s);Delta Af1 (s/s);Iono Correction (m);Tropo Correction (m);PSR Offset (m);Receiver Antenna Azimuth (rad);Receiver Antenna Elevation (rad);Receiver Antenna Gain (dBi);SV Antenna Azimuth (rad);SV Antenna Elevation (rad);Relative Power Level (incl. Receiver Antenna gain) (dB);Doppler Frequency (Hz);PSR Change Rate (m/s);Receiver Carrier Phase Offset (rad);Satellite Carrier Phase Offset (rad);GPS TOW;GPS Week Number;SBAS t0;Calibration offset (m);PSR satellite time (ms);;;Doppler
500;8590954.291;1181148.61;-2055179.914;0;0;0;2.619970433;0.751025132;3242748.24;3323827.245;17466830.06;-0.000270438;0;0;0;0;3.602775206;0;2.619970433;0.751025132;0.440869381;-1.149067713;1.02024655;8.440869381;8443.657612;-1606.774619;0;0;86400.5;2163;0;0;488.9129057;;;-8441.583876
600;8591036.291;1181485.529;-2054644.438;0;0;0;2.619734608;0.751105976;3242587.602;3323666.606;17465985.9;-0.000270438;0;0;0;0;3.602465094;0;2.619734608;0.751105976;0.441531428;-1.149293363;1.020292895;8.441531428;8439.557487;-1605.994391;0;0;86400.6;2163;0;0;588.9134416;;;-8437.537499
700;8591118.247;1181822.44;-2054108.95;0;0;0;2.619498724;0.751186793;3242427.041;3323506.046;17465142.15;-0.000270438;0;0;0;0;3.602155159;0;2.619498724;0.751186793;0.442193257;-1.149519072;1.020339227;8.442193257;8435.456824;-1605.214061;0;0;86400.7;2163;0;0;688.9139771;;;-8433.386021
800;8591200.161;1182159.343;-2053573.451;0;0;0;2.619262782;0.751267584;3242266.559;3323345.563;17464298.81;-0.000270438;0;0;0;0;3.601845404;0;2.619262782;0.751267584;0.442854869;-1.14974484;1.020385547;8.442854869;8431.355384;-1604.433583;0;0;86400.8;2163;0;0;788.9145124;;;-8429.287093
900;8591282.031;1182496.238;-2053037.94;0;0;0;2.619026781;0.751348348;3242106.155;3323185.159;17463455.88;-0.000270438;0;0;0;0;3.601535826;0;2.619026781;0.751348348;0.443516264;-1.149970666;1.020431855;8.443516264;8427.253328;-1603.652987;0;0;86400.9;2163;0;0;888.9150475;;;-8425.188165
1000;8591363.858;1182833.126;-2052502.418;0;0;0;2.618790722;0.751429086;3241945.829;3323024.833;17462613.36;-0.000270438;0;0;0;0;3.601226427;0;2.618790722;0.751429086;0.444177441;-1.150196553;1.02047815;8.444177441;8423.150662;-1602.872276;0;0;86401;2163;0;0;988.9155823;;;-8421.089238
1100;8591445.643;1183170.006;-2051966.884;0;0;0;2.618554605;0.751509797;3241785.581;3322864.584;17461771.25;-0.000270438;0;0;0;0;3.600917206;0;2.618554605;0.751509797;0.444838401;-1.150422498;1.020524432;8.444838401;8419.047214;-1602.091416;0;0;86401.1;2163;0;0;1088.916117;;;-8416.99031
1200;8591527.384;1183506.878;-2051431.338;0;0;0;2.618318428;0.751590482;3241625.411;3322704.414;17460929.55;-0.000270438;0;0;0;0;3.600608163;0;2.618318428;0.751590482;0.445499142;-1.150648502;1.020570702;8.445499142;8414.943207;-1601.310449;0;0;86401.2;2163;0;0;1188.916651;;;-8412.891382
1300;8591609.083;1183843.742;-2050895.781;0;0;0;2.618082194;0.751671139;3241465.319;3322544.322;17460088.26;-0.000270438;0;0;0;0;3.600299298;0;2.618082194;0.751671139;0.446159666;-1.150874565;1.02061696;8.446159666;8410.838434;-1600.529337;0;0;86401.3;2163;0;0;1288.917185;;;-8408.792455
1400;8591690.738;1184180.599;-2050360.213;0;0;0;2.6178459;0.751751771;3241305.305;3322384.309;17459247.38;-0.000270438;0;0;0;0;3.599990612;0;2.6178459;0.751751771;0.446819971;-1.151100686;1.020663205;8.446819971;8406.733044;-1599.748107;0;0;86401.4;2163;0;0;1388.917719;;;-8404.693527
1500;8591772.35;1184517.448;-2049824.633;0;0;0;2.617609548;0.751832375;3241145.369;3322224.373;17458406.91;-0.000270438;0;0;0;0;3.599682104;0;2.617609548;0.751832375;0.447480058;-1.151326867;1.020709437;8.447480058;8402.627057;-1598.966764;0;0;86401.5;2163;0;0;1488.918252;;;-8400.542049
1600;8591853.919;1184854.289;-2049289.041;0;0;0;2.617373138;0.751912953;3240985.512;3322064.515;17457566.86;-0.000270438;0;0;0;0;3.599373774;0;2.617373138;0.751912953;0.448139926;-1.151553108;1.020755657;8.448139926;8398.52027;-1598.185268;0;0;86401.6;2163;0;0;1588.918786;;;-8396.495672
1700;8591935.446;1185191.122;-2048753.438;0;0;0;2.617136669;0.751993504;3240825.732;3321904.736;17456727.21;-0.000270438;0;0;0;0;3.599065622;0;2.617136669;0.751993504;0.448799576;-1.151779408;1.020801864;8.448799576;8394.412945;-1597.40367;0;0;86401.7;2163;0;0;1688.919319;;;-8392.344194
1800;8592016.929;1185527.947;-2048217.823;0;0;0;2.616900142;0.752074028;3240666.031;3321745.034;17455887.97;-0.000270438;0;0;0;0;3.598757648;0;2.616900142;0.752074028;0.449459006;-1.152005766;1.020848058;8.449459006;8390.304829;-1596.621922;0;0;86401.8;2163;0;0;1788.919851;;;-8388.245266
1900;8592098.369;1185864.764;-2047682.197;0;0;0;2.616663556;0.752154526;3240506.408;3321585.411;17455049.15;-0.000270438;0;0;0;0;3.598449852;0;2.616663556;0.752154526;0.450118218;-1.152232182;1.02089424;8.450118218;8386.196107;-1595.840058;0;0;86401.9;2163;0;0;1888.920384;;;-8384.146338
2000;8592179.766;1186201.574;-2047146.559;0;0;0;2.616426911;0.752234997;3240346.863;3321425.866;17454210.73;-0.000270438;0;0;0;0;3.598142234;0;2.616426911;0.752234997;0.45077721;-1.152458658;1.020940409;8.45077721;8382.086786;-1595.05808;0;0;86402;2163;0;0;1988.920916;;;-8379.99486
2100;8592261.12;1186538.376;-2046610.909;0;0;0;2.616190208;0.752315441;3240187.397;3321266.4;17453372.73;-0.000270438;0;0;0;0;3.597834794;0;2.616190208;0.752315441;0.451435983;-1.152685195;1.020986566;8.451435983;8377.976679;-1594.275953;0;0;86402.1;2163;0;0;2088.921448;;;-8375.948483
2200;8592342.431;1186875.17;-2046075.248;0;0;0;2.615953447;0.752395858;3240028.008;3321107.011;17452535.14;-0.000270438;0;0;0;0;3.597527532;0;2.615953447;0.752395858;0.452094537;-1.152911789;1.02103271;8.452094537;8373.866017;-1593.49372;0;0;86402.2;2163;0;0;2188.921979;;;-8371.797005
2300;8592423.7;1187211.956;-2045539.576;0;0;0;2.615716626;0.752476249;3239868.698;3320947.701;17451697.96;-0.000270438;0;0;0;0;3.597220449;0;2.615716626;0.752476249;0.45275287;-1.153138442;1.021078841;8.45275287;8369.75458;-1592.711339;0;0;86402.3;2163;0;0;2288.922511;;;-8367.698077
2400;8592504.925;1187548.735;-2045003.892;0;0;0;2.615479748;0.752556612;3239709.466;3320788.469;17450861.19;-0.000270438;0;0;0;0;3.596913543;0;2.615479748;0.752556612;0.453410984;-1.153365154;1.021124959;8.453410984;8365.642536;-1591.928843;0;0;86402.4;2163;0;0;2388.923042;;;-8363.546599
2500;8592586.107;1187885.506;-2044468.196;0;0;0;2.615242811;0.752636949;3239550.313;3320629.315;17450024.83;-0.000270438;0;0;0;0;3.596606815;0;2.615242811;0.752636949;0.454068878;-1.153591925;1.021171065;8.454068878;8361.529898;-1591.146234;0;0;86402.5;2163;0;0;2488.923573;;;-8359.500222
2600;8592667.246;1188222.268;-2043932.489;0;0;0;2.615005815;0.752717259;3239391.237;3320470.24;17449188.88;-0.000270438;0;0;0;0;3.596300265;0;2.615005815;0.752717259;0.454726551;-1.153818756;1.021217158;8.454726551;8357.416469;-1590.363475;0;0;86402.6;2163;0;0;2588.924103;;;-8355.348744
2700;8592748.342;1188559.024;-2043396.771;0;0;0;2.614768761;0.752797542;3239232.24;3320311.243;17448353.35;-0.000270438;0;0;0;0;3.595993893;0;2.614768761;0.752797542;0.455384004;-1.154045645;1.021263238;8.455384004;8353.302487;-1589.58061;0;0;86402.7;2163;0;0;2688.924634;;;-8351.249816
2800;8592829.395;1188895.771;-2042861.041;0;0;0;2.614531648;0.752877798;3239073.321;3320152.324;17447518.22;-0.000270438;0;0;0;0;3.595687699;0;2.614531648;0.752877798;0.456041237;-1.154272594;1.021309305;8.456041237;8349.187733;-1588.797599;0;0;86402.8;2163;0;0;2788.925164;;;-8347.098338
2900;8592910.405;1189232.51;-2042325.299;0;0;0;2.614294477;0.752958027;3238914.481;3319993.483;17446683.51;-0.000270438;0;0;0;0;3.595381682;0;2.614294477;0.752958027;0.456698249;-1.154499602;1.02135536;8.456698249;8345.072368;-1588.014471;0;0;86402.9;2163;0;0;2888.925694;;;-8342.999411
3000;8592991.371;1189569.242;-2041789.546;0;0;0;2.614057247;0.753038229;3238755.719;3319834.721;17445849.21;-0.000270438;0;0;0;0;3.595075844;0;2.614057247;0.753038229;0.45735504;-1.154726667;1.021401402;8.45735504;8340.956401;-1587.231228;0;0;86403;2163;0;0;2988.926223;;;-8338.900483
3100;8593072.295;1189905.966;-2041253.782;0;0;0;2.613819959;0.753118404;3238597.035;3319676.037;17445015.32;-0.000270438;0;0;0;0;3.594770183;0;2.613819959;0.753118404;0.45801161;-1.154953794;1.021447431;8.45801161;8336.839659;-1586.447838;0;0;86403.1;2163;0;0;3088.926753;;;-8334.801555
3200;8593153.176;1190242.682;-2040718.006;0;0;0;2.613582612;0.753198552;3238438.429;3319517.431;17444181.84;-0.000270438;0;0;0;0;3.5944647;0;2.613582612;0.753198552;0.458667958;-1.155180977;1.021493447;8.458667958;8332.722353;-1585.664341;0;0;86403.2;2163;0;0;3188.927282;;;-8330.650077
3300;8593234.014;1190579.39;-2040182.218;0;0;0;2.613345207;0.753278673;3238279.902;3319358.904;17443348.77;-0.000270438;0;0;0;0;3.594159395;0;2.613345207;0.753278673;0.459324086;-1.155408222;1.02153945;8.459324086;8328.604278;-1584.880697;0;0;86403.3;2163;0;0;3288.927811;;;-8326.55115
3400;8593314.809;1190916.09;-2039646.419;0;0;0;2.613107743;0.753358767;3238121.453;3319200.455;17442516.12;-0.000270438;0;0;0;0;3.593854268;0;2.613107743;0.753358767;0.459979992;-1.155635523;1.02158544;8.459979992;8324.48561;-1584.096941;0;0;86403.4;2163;0;0;3388.928339;;;-8322.399672
3500;8593395.56;1191252.783;-2039110.609;0;0;0;2.612870221;0.753438834;3237963.083;3319042.085;17441683.88;-0.000270438;0;0;0;0;3.593549318;0;2.612870221;0.753438834;0.460635676;-1.155862886;1.021631418;8.460635676;8320.366328;-1583.313068;0;0;86403.5;2163;0;0;3488.928867;;;-8318.300744
3600;8593476.269;1191589.467;-2038574.786;0;0;0;2.61263264;0.753518874;3237804.791;3318883.792;17440852.05;-0.000270438;0;0;0;0;3.593244546;0;2.61263264;0.753518874;0.461291138;-1.156090305;1.021677383;8.461291138;8316.246273;-1582.529047;0;0;86403.6;2163;0;0;3588.929395;;;-8314.201816
3700;8593556.935;1191926.144;-2038038.953;0;0;0;2.612395001;0.753598886;3237646.577;3318725.579;17440020.63;-0.000270438;0;0;0;0;3.592939952;0;2.612395001;0.753598886;0.461946378;-1.156317785;1.021723334;8.461946378;8312.12566;-1581.744921;0;0;86403.7;2163;0;0;3688.929923;;;-8310.050338
3800;8593637.558;1192262.813;-2037503.108;0;0;0;2.612157303;0.753678872;3237488.442;3318567.443;17439189.62;-0.000270438;0;0;0;0;3.592635535;0;2.612157303;0.753678872;0.462601396;-1.156545324;1.021769273;8.462601396;8308.004283;-1580.960649;0;0;86403.8;2163;0;0;3788.930451;;;-8305.951411
3900;8593718.137;1192599.475;-2036967.252;0;0;0;2.611919547;0.75375883;3237330.385;3318409.387;17438359.03;-0.000270438;0;0;0;0;3.592331296;0;2.611919547;0.75375883;0.463256192;-1.15677292;1.021815199;8.463256192;8303.882291;-1580.17626;0;0;86403.9;2163;0;0;3888.930978;;;-8301.799933
4000;8593798.674;1192936.128;-2036431.384;0;0;0;2.611681732;0.753838761;3237172.407;3318251.408;17437528.84;-0.000270438;0;0;0;0;3.592027235;0;2.611681732;0.753838761;0.463910765;-1.157000577;1.021861112;8.463910765;8299.759703;-1579.391757;0;0;86404;2163;0;0;3988.931505;;;-8297.701005
4100;8593879.167;1193272.773;-2035895.504;0;0;0;2.611443859;0.753918665;3237014.507;3318093.508;17436699.07;-0.000270438;0;0;0;0;3.591723351;0;2.611443859;0.753918665;0.464565115;-1.157228294;1.021907012;8.464565115;8295.636332;-1578.607106;0;0;86404.1;2163;0;0;4088.932031;;;-8293.549527
4200;8593959.618;1193609.411;-2035359.613;0;0;0;2.611205927;0.753998542;3236856.686;3317935.687;17435869.72;-0.000270438;0;0;0;0;3.591419644;0;2.611205927;0.753998542;0.465219243;-1.157456067;1.021952899;8.465219243;8291.512421;-1577.822352;0;0;86404.2;2163;0;0;4188.932558;;;-8289.450599
4300;8594040.025;1193946.041;-2034823.711;0;0;0;2.610967937;0.754078392;3236698.943;3317777.944;17435040.77;-0.000270438;0;0;0;0;3.591116116;0;2.610967937;0.754078392;0.465873148;-1.157683901;1.021998773;8.465873148;8287.387733;-1577.03745;0;0;86404.3;2163;0;0;4288.933084;;;-8285.299121
4400;8594120.39;1194282.663;-2034287.797;0;0;0;2.610729888;0.754158214;3236541.279;3317620.279;17434212.24;-0.000270438;0;0;0;0;3.590812765;0;2.610729888;0.754158214;0.466526829;-1.157911792;1.022044634;8.466526829;8283.262438;-1576.252432;0;0;86404.4;2163;0;0;4388.93361;;;-8281.200194
4500;8594200.711;1194619.277;-2033751.872;0;0;0;2.610491781;0.754238009;3236383.693;3317462.693;17433384.12;-0.000270438;0;0;0;0;3.590509591;0;2.610491781;0.754238009;0.467180287;-1.158139744;1.022090482;8.467180287;8279.136545;-1575.467301;0;0;86404.5;2163;0;0;4488.934136;;;-8277.101266
4600;8594280.989;1194955.884;-2033215.935;0;0;0;2.610253615;0.754317777;3236226.185;3317305.186;17432556.41;-0.000270438;0;0;0;0;3.590206595;0;2.610253615;0.754317777;0.467833521;-1.158367755;1.022136317;8.467833521;8275.009867;-1574.68202;0;0;86404.6;2163;0;0;4588.934661;;;-8272.949788
4700;8594361.225;1195292.482;-2032679.987;0;0;0;2.610015391;0.754397518;3236068.756;3317147.757;17431729.12;-0.000270438;0;0;0;0;3.589903776;0;2.610015391;0.754397518;0.468486532;-1.158595823;1.022182139;8.468486532;8270.882652;-1573.896637;0;0;86404.7;2163;0;0;4688.935186;;;-8268.79831
4800;8594441.417;1195629.073;-2032144.028;0;0;0;2.609777109;0.754477231;3235911.406;3316990.407;17430902.24;-0.000270438;0;0;0;0;3.589601135;0;2.609777109;0.754477231;0.469139319;-1.158823953;1.022227948;8.469139319;8266.754671;-1573.111109;0;0;86404.8;2163;0;0;4788.935711;;;-8264.699382
4900;8594521.566;1195965.656;-2031608.056;0;0;0;2.609538767;0.754556916;3235754.134;3316833.135;17430075.77;-0.000270438;0;0;0;0;3.589298671;0;2.609538767;0.754556916;0.469791882;-1.159052138;1.022273743;8.469791882;8262.626072;-1572.325462;0;0;86404.9;2163;0;0;4888.936236;;;-8260.547904
5000;8594601.672;1196302.231;-2031072.074;0;0;0;2.609300368;0.754636575;3235596.941;3316675.941;17429249.71;-0.000270438;0;0;0;0;3.588996384;0;2.609300368;0.754636575;0.470444221;-1.159280385;1.022319526;8.470444221;8258.496882;-1571.539704;0;0;86405;2163;0;0;4988.93676;;;-8256.396426
5100;8594681.736;1196638.798;-2030536.08;0;0;0;2.60906191;0.754716206;3235439.827;3316518.827;17428424.07;-0.000270438;0;0;0;0;3.588694275;0;2.60906191;0.754716206;0.471096336;-1.159508691;1.022365295;8.471096336;8254.366922;-1570.753798;0;0;86405.1;2163;0;0;5088.937284;;;-8252.297498
5200;8594761.756;1196975.358;-2030000.075;0;0;0;2.608823393;0.754795809;3235282.791;3316361.791;17427598.84;-0.000270438;0;0;0;0;3.588392343;0;2.608823393;0.754795809;0.471748225;-1.159737054;1.022411052;8.471748225;8250.236406;-1569.967787;0;0;86405.2;2163;0;0;5188.937808;;;-8248.198571
5300;8594841.733;1197311.909;-2029464.058;0;0;0;2.608584818;0.754875386;3235125.833;3316204.833;17426774.02;-0.000270438;0;0;0;0;3.588090589;0;2.608584818;0.754875386;0.472399891;-1.159965478;1.022456795;8.472399891;8246.10511;-1569.181628;0;0;86405.3;2163;0;0;5288.938331;;;-8243.994542
5400;8594921.667;1197648.453;-2028928.03;0;0;0;2.608346185;0.754954934;3234968.955;3316047.954;17425949.62;-0.000270438;0;0;0;0;3.587789012;0;2.608346185;0.754954934;0.473051331;-1.160193959;1.022502525;8.473051331;8241.973227;-1568.395356;0;0;86405.4;2163;0;0;5388.938855;;;-8239.948165
5500;8595001.558;1197984.989;-2028391.99;0;0;0;2.608107493;0.755034455;3234812.154;3315891.154;17425125.62;-0.000270438;0;0;0;0;3.587487612;0;2.608107493;0.755034455;0.473702547;-1.160422501;1.022548242;8.473702547;8237.840736;-1567.60897;0;0;86405.5;2163;0;0;5488.939378;;;-8235.744137
5600;8595081.406;1198321.517;-2027855.939;0;0;0;2.607868743;0.755113949;3234655.433;3315734.433;17424302.05;-0.000270438;0;0;0;0;3.58718639;0;2.607868743;0.755113949;0.474353537;-1.160651101;1.022593946;8.474353537;8233.707477;-1566.822437;0;0;86405.6;2163;0;0;5588.9399;;;-8231.645209
5700;8595161.211;1198658.037;-2027319.876;0;0;0;2.607629934;0.755193415;3234498.79;3315577.79;17423478.88;-0.000270438;0;0;0;0;3.586885344;0;2.607629934;0.755193415;0.475004302;-1.160879758;1.022639636;8.475004302;8229.573667;-1566.035799;0;0;86405.7;2163;0;0;5688.940423;;;-8227.493731
5800;8595240.973;1198994.549;-2026783.802;0;0;0;2.607391067;0.755272854;3234342.226;3315421.225;17422656.13;-0.000270438;0;0;0;0;3.586584476;0;2.607391067;0.755272854;0.475654841;-1.161108478;1.022685314;8.475654841;8225.439107;-1565.249018;0;0;86405.8;2163;0;0;5788.940945;;;-8223.394803
5900;8595320.691;1199331.054;-2026247.717;0;0;0;2.607152141;0.755352265;3234185.74;3315264.74;17421833.8;-0.000270438;0;0;0;0;3.586283785;0;2.607152141;0.755352265;0.476305155;-1.161337253;1.022730978;8.476305155;8221.30392;-1564.462118;0;0;86405.9;2163;0;0;5888.941467;;;-8219.190775
6000;8595400.367;1199667.55;-2025711.62;0;0;0;2.606913157;0.755431649;3234029.334;3315108.333;17421011.87;-0.000270438;0;0;0;0;3.585983272;0;2.606913157;0.755431649;0.476955243;-1.16156609;1.022776628;8.476955243;8217.16814;-1563.675105;0;0;86406;2163;0;0;5988.941989;;;-8215.091847
6100;8595480;1200004.039;-2025175.512;0;0;0;2.606674114;0.755511005;3233873.006;3314952.005;17420190.36;-0.000270438;0;0;0;0;3.585682935;0;2.606674114;0.755511005;0.477605105;-1.161794983;1.022822266;8.477605105;8213.031593;-1562.887947;0;0;86406.1;2163;0;0;6088.94251;;;-8210.99292
6200;8595559.59;1200340.52;-2024639.392;0;0;0;2.606435013;0.755590333;3233716.756;3314795.755;17419369.27;-0.000270438;0;0;0;0;3.585382776;0;2.606435013;0.755590333;0.47825474;-1.162023937;1.02286789;8.47825474;8208.894503;-1562.100685;0;0;86406.2;2163;0;0;6188.943032;;;-8206.788891
6300;8595639.136;1200676.993;-2024103.261;0;0;0;2.606195853;0.755669634;3233560.586;3314639.585;17418548.58;-0.000270438;0;0;0;0;3.585082794;0;2.606195853;0.755669634;0.47890415;-1.162252951;1.022913501;8.47890415;8204.756634;-1561.313274;0;0;86406.3;2163;0;0;6288.943552;;;-8202.689964
6400;8595718.64;1201013.458;-2023567.119;0;0;0;2.605956636;0.755748907;3233404.494;3314483.493;17417728.31;-0.000270438;0;0;0;0;3.584782988;0;2.605956636;0.755748907;0.479553333;-1.162482021;1.022959099;8.479553333;8200.618169;-1560.525751;0;0;86406.4;2163;0;0;6388.944073;;;-8198.538486
6500;8595798.1;1201349.915;-2023030.965;0;0;0;2.605717359;0.755828152;3233248.481;3314327.48;17416908.46;-0.000270438;0;0;0;0;3.58448336;0;2.605717359;0.755828152;0.480202289;-1.162711153;1.023004683;8.480202289;8196.47911;-1559.738114;0;0;86406.5;2163;0;0;6488.944594;;;-8194.439558
6600;8595877.518;1201686.365;-2022494.8;0;0;0;2.605478024;0.75590737;3233092.546;3314171.545;17416089.02;-0.000270438;0;0;0;0;3.584183909;0;2.605478024;0.75590737;0.480851018;-1.16294034;1.023050254;8.480851018;8192.339275;-1558.950329;0;0;86406.6;2163;0;0;6588.945114;;;-8190.23553
6700;8595956.892;1202022.806;-2021958.623;0;0;0;2.605238631;0.755986559;3232936.691;3314015.69;17415269.99;-0.000270438;0;0;0;0;3.583884635;0;2.605238631;0.755986559;0.481499521;-1.163169588;1.023095812;8.481499521;8188.198912;-1558.162445;0;0;86406.7;2163;0;0;6688.945634;;;-8186.136602
6800;8596036.224;1202359.24;-2021422.435;0;0;0;2.60499918;0.756065722;3232780.914;3313859.913;17414451.38;-0.000270438;0;0;0;0;3.583585538;0;2.60499918;0.756065722;0.482147796;-1.163398897;1.023141357;8.482147796;8184.057762;-1557.37441;0;0;86406.8;2163;0;0;6788.946153;;;-8181.985124
6900;8596115.512;1202695.666;-2020886.236;0;0;0;2.604759669;0.756144856;3232625.216;3313704.215;17413633.18;-0.000270438;0;0;0;0;3.583286618;0;2.604759669;0.756144856;0.482795844;-1.163628261;1.023186888;8.482795844;8179.91602;-1556.586263;0;0;86406.9;2163;0;0;6888.946673;;;-8177.833646
7000;8596194.757;1203032.084;-2020350.025;0;0;0;2.604520101;0.756223963;3232469.597;3313548.595;17412815.4;-0.000270438;0;0;0;0;3.582987875;0;2.604520101;0.756223963;0.483443665;-1.163857688;1.023232405;8.483443665;8175.773685;-1555.798003;0;0;86407;2163;0;0;6988.947192;;;-8173.682168
7100;8596273.959;1203368.494;-2019813.803;0;0;0;2.604280474;0.756303042;3232314.057;3313393.055;17411998.03;-0.000270438;0;0;0;0;3.582689309;0;2.604280474;0.756303042;0.484091257;-1.16408717;1.023277909;8.484091257;8171.630563;-1555.009593;0;0;86407.1;2163;0;0;7088.94771;;;-8169.58324
7200;8596353.119;1203704.896;-2019277.57;0;0;0;2.604040789;0.756382093;3232158.595;3313237.593;17411181.07;-0.000270438;0;0;0;0;3.58239092;0;2.604040789;0.756382093;0.484738622;-1.164316713;1.0233234;8.484738622;8167.486908;-1554.221081;0;0;86407.2;2163;0;0;7188.948229;;;-8165.379212
7300;8596432.235;1204041.291;-2018741.325;0;0;0;2.603801045;0.756461116;3232003.213;3313082.211;17410364.53;-0.000270438;0;0;0;0;3.582092708;0;2.603801045;0.756461116;0.485385759;-1.164546315;1.023368877;8.485385759;8163.342488;-1553.432424;0;0;86407.3;2163;0;0;7288.948747;;;-8161.280284
7400;8596511.308;1204377.677;-2018205.069;0;0;0;2.603561243;0.756540111;3231847.909;3312926.907;17409548.4;-0.000270438;0;0;0;0;3.581794673;0;2.603561243;0.756540111;0.486032668;-1.164775975;1.023414341;8.486032668;8159.197463;-1552.643652;0;0;86407.4;2163;0;0;7388.949265;;;-8157.128806
7500;8596590.338;1204714.056;-2017668.801;0;0;0;2.603321382;0.756619079;3231692.684;3312771.682;17408732.69;-0.000270438;0;0;0;0;3.581496814;0;2.603321382;0.756619079;0.486679349;-1.165005696;1.023459792;8.486679349;8155.051848;-1551.854768;0;0;86407.5;2163;0;0;7488.949783;;;-8152.977328
7600;8596669.325;1205050.427;-2017132.522;0;0;0;2.603081463;0.756698018;3231537.538;3312616.536;17407917.39;-0.000270438;0;0;0;0;3.581199133;0;2.603081463;0.756698018;0.487325801;-1.165235472;1.023505228;8.487325801;8150.905471;-1551.065739;0;0;86407.6;2163;0;0;7588.950301;;;-8148.82585
7700;8596748.269;1205386.79;-2016596.232;0;0;0;2.602841486;0.75677693;3231382.471;3312461.469;17407102.51;-0.000270438;0;0;0;0;3.580901628;0;2.602841486;0.75677693;0.487972024;-1.165465311;1.023550652;8.487972024;8146.758546;-1550.276605;0;0;86407.7;2163;0;0;7688.950818;;;-8144.674372
7800;8596827.169;1205723.145;-2016059.93;0;0;0;2.60260145;0.756855813;3231227.483;3312306.481;17406288.04;-0.000270438;0;0;0;0;3.5806043;0;2.60260145;0.756855813;0.488618019;-1.165695206;1.023596062;8.488618019;8142.610855;-1549.487326;0;0;86407.8;2163;0;0;7788.951335;;;-8140.522894
7900;8596906.027;1206059.492;-2015523.617;0;0;0;2.602361356;0.756934669;3231072.574;3312151.571;17405473.99;-0.000270438;0;0;0;0;3.580307149;0;2.602361356;0.756934669;0.489263784;-1.165925161;1.023641458;8.489263784;8138.462565;-1548.697932;0;0;86407.9;2163;0;0;7888.951852;;;-8136.371416
8000;8596984.842;1206395.831;-2014987.292;0;0;0;2.602121204;0.757013497;3230917.744;3311996.741;17404660.35;-0.000270438;0;0;0;0;3.580010174;0;2.602121204;0.757013497;0.489909321;-1.166155176;1.023686841;8.489909321;8134.313677;-1547.908425;0;0;86408;2163;0;0;7988.952368;;;-8132.272488
8100;8597063.614;1206732.163;-2014450.957;0;0;0;2.601880993;0.757092297;3230762.992;3311841.99;17403847.12;-0.000270438;0;0;0;0;3.579713377;0;2.601880993;0.757092297;0.490554628;-1.166385247;1.02373221;8.490554628;8130.164022;-1547.118772;0;0;86408.1;2163;0;0;8088.952884;;;-8128.06846
8200;8597142.342;1207068.486;-2013914.61;0;0;0;2.601640723;0.757171068;3230608.32;3311687.317;17403034.31;-0.000270438;0;0;0;0;3.579416756;0;2.601640723;0.757171068;0.491199705;-1.16661538;1.023777566;8.491199705;8126.013849;-1546.329021;0;0;86408.2;2163;0;0;8188.9534;;;-8123.916982
8300;8597221.028;1207404.802;-2013378.251;0;0;0;2.601400396;0.757249812;3230453.727;3311532.724;17402221.92;-0.000270438;0;0;0;0;3.579120311;0;2.601400396;0.757249812;0.491844553;-1.16684557;1.023822908;8.491844553;8121.862886;-1545.539119;0;0;86408.3;2163;0;0;8288.953916;;;-8119.818054
8400;8597299.67;1207741.109;-2012841.881;0;0;0;2.60116001;0.757328528;3230299.212;3311378.21;17401409.94;-0.000270438;0;0;0;0;3.578824044;0;2.60116001;0.757328528;0.492489172;-1.167075819;1.023868237;8.492489172;8117.71132;-1544.749102;0;0;86408.4;2163;0;0;8388.954431;;;-8115.614026
8500;8597378.27;1208077.409;-2012305.5;0;0;0;2.600919565;0.757407215;3230144.777;3311223.774;17400598.38;-0.000270438;0;0;0;0;3.578527953;0;2.600919565;0.757407215;0.49313356;-1.167306128;1.023913552;8.49313356;8113.559178;-1543.958975;0;0;86408.5;2163;0;0;8488.954946;;;-8111.462548
8600;8597456.826;1208413.701;-2011769.108;0;0;0;2.600679062;0.757485875;3229990.421;3311069.418;17399787.23;-0.000270438;0;0;0;0;3.578232039;0;2.600679062;0.757485875;0.493777718;-1.167536494;1.023958853;8.493777718;8109.406269;-1543.168703;0;0;86408.6;2163;0;0;8588.955461;;;-8107.31107
8700;8597535.339;1208749.985;-2011232.704;0;0;0;2.600438501;0.757564506;3229836.144;3310915.14;17398976.5;-0.000270438;0;0;0;0;3.577936301;0;2.600438501;0.757564506;0.494421645;-1.167766921;1.024004141;8.494421645;8105.252808;-1542.378326;0;0;86408.7;2163;0;0;8688.955976;;;-8103.212142
8800;8597613.81;1209086.262;-2010696.289;0;0;0;2.600197882;0.757643109;3229681.945;3310760.942;17398166.18;-0.000270438;0;0;0;0;3.57764074;0;2.600197882;0.757643109;0.495065343;-1.167997405;1.024049415;8.495065343;8101.098591;-1541.587805;0;0;86408.8;2163;0;0;8788.95649;;;-8099.008114
